txn_id,txn_date,customer_id,account_id,product_id,amount,status,channel,is_fraud_flag
164,2025-11-17,386,188,3,70.79,SUCCESS,Web,0
165,2025-02-02,419,420,11,28.76,SUCCESS,Mobile,1
166,2025-07-20,34,374,5,17.95,SUCCESS,Web,0
167,2025-05-25,349,460,12,40.16,SUCCESS,Web,0
168,2025-08-30,326,518,1,70.36,SUCCESS,Mobile,0
169,2025-08-11,452,798,6,28.23,SUCCESS,Web,0
170,2025-12-29,65,101,2,22.43,FAILED,Mobile,0
171,2025-10-25,163,220,7,33.83,SUCCESS,Web,0
172,2025-10-18,176,138,7,41.67,SUCCESS,Mobile,0
173,2025-08-25,47,668,1,44.06,SUCCESS,Mobile,0
174,2026-01-20,218,262,4,28.57,SUCCESS,Branch,0
175,2025-03-30,221,585,1,69.3,SUCCESS,Web,0
176,2025-10-02,11,280,10,19.56,SUCCESS,Mobile,0
177,2025-12-23,190,564,7,29.85,SUCCESS,Mobile,0
178,2025-06-19,371,82,5,29.77,SUCCESS,Web,0
179,2025-06-03,388,324,8,13.14,SUCCESS,Branch,0
180,2025-11-20,86,429,1,41.17,SUCCESS,Web,0
181,2025-12-01,33,374,12,35.02,FAILED,Web,0
182,2025-04-28,418,506,10,29.53,SUCCESS,API,0
183,2025-03-06,95,471,4,44.86,SUCCESS,Web,0
184,2025-05-23,330,283,9,29.46,SUCCESS,Mobile,0
185,2025-09-26,419,781,10,77.17,SUCCESS,Web,0
186,2025-07-01,181,587,1,43.92,SUCCESS,Mobile,0
187,2025-09-10,284,147,3,41.47,SUCCESS,Web,0
188,2025-08-28,23,161,2,22.1,SUCCESS,Mobile,0
189,2025-10-28,49,718,9,10.67,SUCCESS,Mobile,0
190,2026-01-27,332,269,10,53.61,SUCCESS,Mobile,0
191,2025-02-21,221,263,5,10.66,SUCCESS,Mobile,0
192,2025-10-16,2,160,6,28.2,SUCCESS,Mobile,0
193,2025-11-08,77,557,11,56.17,SUCCESS,Web,0
194,2025-10-04,356,312,12,19.68,SUCCESS,Mobile,0
195,2025-06-20,111,229,8,25.11,SUCCESS,Web,0
196,2025-07-29,154,302,9,14.35,SUCCESS,Web,0
197,2025-06-27,145,738,12,19.05,SUCCESS,Web,0
198,2025-10-26,299,787,8,20.55,SUCCESS,Web,0
199,2025-08-31,97,100,8,25.09,SUCCESS,Mobile,0
200,2025-02-14,315,418,1,35.79,SUCCESS,Mobile,0
201,2025-04-12,377,228,10,38.05,SUCCESS,Branch,0
202,2025-10-16,214,191,12,78.84,SUCCESS,Web,0
203,2025-09-03,322,70,11,24.73,SUCCESS,Web,0
204,2025-05-30,74,763,1,46.25,SUCCESS,Web,0
205,2025-10-10,295,512,8,22.62,SUCCESS,Mobile,0
206,2025-12-14,26,759,12,90.52,SUCCESS,Web,0
207,2025-09-25,222,310,1,35.66,SUCCESS,Mobile,0
208,2025-04-27,406,301,5,29.25,FAILED,API,0
209,2025-04-06,203,30,4,20.59,SUCCESS,Mobile,0
210,2026-01-14,278,79,5,57.03,SUCCESS,Web,0
211,2025-08-19,344,247,8,35.8,FAILED,Mobile,0
212,2025-10-08,442,317,11,37.44,SUCCESS,Branch,0
213,2025-12-06,29,221,12,17.57,SUCCESS,API,0
214,2025-10-19,115,443,10,20.71,FAILED,Mobile,0
215,2025-11-14,266,130,8,11.51,SUCCESS,Mobile,0
216,2025-07-10,482,158,4,24.4,SUCCESS,Mobile,0
217,2025-05-19,110,174,8,24.84,SUCCESS,Web,0
218,2025-05-18,153,759,10,14.78,SUCCESS,Mobile,0
219,2025-12-14,405,68,5,31.71,SUCCESS,Web,0
220,2025-03-14,445,147,4,26.87,FAILED,Mobile,0
221,2025-10-08,118,468,7,21.42,SUCCESS,Web,0
222,2026-01-01,123,5,3,19.8,SUCCESS,Web,0
223,2025-11-30,423,585,5,36.58,SUCCESS,Web,0
224,2025-07-08,205,212,5,20.76,SUCCESS,Web,0
225,2025-11-03,322,569,5,88.82,SUCCESS,Mobile,0
226,2025-08-05,251,447,2,29.66,SUCCESS,Web,0
227,2025-07-03,134,564,10,57.46,SUCCESS,Web,0
228,2025-10-20,252,369,7,16.65,SUCCESS,Web,0
229,2025-03-17,1,59,11,30.05,SUCCESS,Mobile,0
230,2025-12-05,284,316,10,18.69,SUCCESS,Web,0
231,2025-08-27,214,123,7,42.76,SUCCESS,API,0
232,2025-03-22,395,592,8,31.9,SUCCESS,API,0
233,2025-06-04,423,379,7,108.54,SUCCESS,Web,0
234,2025-11-24,124,753,1,26.39,SUCCESS,Mobile,0
235,2025-06-18,197,596,9,11.52,SUCCESS,Mobile,0
236,2025-10-06,402,103,4,31.95,SUCCESS,Mobile,0
237,2025-07-26,20,673,1,37.29,SUCCESS,Mobile,0
238,2025-03-13,332,652,10,22.74,SUCCESS,Mobile,0
239,2025-03-17,469,506,11,21.06,SUCCESS,Mobile,0
240,2025-07-09,347,312,2,16.14,SUCCESS,Branch,0
241,2025-10-28,314,663,8,44.21,SUCCESS,API,0
242,2025-12-13,434,404,8,47.23,SUCCESS,API,0
243,2025-04-18,169,561,9,142.44,SUCCESS,Mobile,0
244,2025-02-26,98,687,9,29.96,SUCCESS,Branch,0
245,2025-05-02,146,70,10,36.29,SUCCESS,Mobile,0
246,2025-06-19,162,255,8,28.64,SUCCESS,Web,0
247,2025-07-10,66,301,4,168.03,SUCCESS,Web,0
248,2025-11-12,245,503,10,47.97,SUCCESS,Web,0
249,2025-07-15,462,204,7,33.16,SUCCESS,API,0
250,2025-12-13,359,163,9,116.94,SUCCESS,Mobile,0
251,2025-11-19,321,376,6,31.95,SUCCESS,Web,0
252,2025-05-07,126,155,12,277.34,FAILED,Mobile,0
253,2025-11-06,220,464,6,89.87,FAILED,Branch,0
254,2025-12-13,361,303,12,32.7,SUCCESS,Mobile,0
255,2025-05-01,283,245,1,45.04,SUCCESS,Web,0
256,2026-01-17,30,288,10,35.74,SUCCESS,Web,0
257,2025-11-01,86,29,11,52.06,SUCCESS,Web,0
258,2025-09-23,332,199,9,23.39,SUCCESS,Web,0
259,2025-12-14,256,53,2,116.52,FAILED,Mobile,0
260,2025-09-22,385,93,3,22.38,SUCCESS,Web,0
261,2025-07-05,225,440,5,38.58,FAILED,API,0
262,2025-07-24,297,217,5,41.28,SUCCESS,Branch,0
263,2025-05-21,240,299,5,27.41,SUCCESS,Mobile,0
264,2025-10-27,369,612,11,15.28,SUCCESS,Mobile,0
265,2025-11-11,446,112,4,38.27,SUCCESS,Web,0
266,2025-12-31,257,644,5,38.42,SUCCESS,Web,0
267,2025-02-20,133,448,12,27.19,SUCCESS,Mobile,0
268,2025-04-10,432,91,3,27.84,SUCCESS,Web,0
269,2025-03-07,133,663,11,36.33,SUCCESS,API,0
270,2025-02-07,71,316,12,69.92,SUCCESS,Web,0
271,2025-09-07,340,286,1,67.01,SUCCESS,Mobile,0
272,2025-09-14,282,43,12,44.21,SUCCESS,Branch,0
273,2025-07-18,305,216,7,25.6,SUCCESS,Web,0
274,2026-01-14,326,263,10,27.0,SUCCESS,Mobile,0
275,2025-09-11,90,87,2,28.61,SUCCESS,Mobile,0
276,2025-08-31,317,742,8,25.28,SUCCESS,Mobile,0
277,2025-12-09,259,799,1,17.1,SUCCESS,Web,1
278,2025-12-30,167,118,6,20.74,SUCCESS,Mobile,0
279,2025-05-21,78,746,1,47.53,SUCCESS,Mobile,0
280,2025-03-30,177,19,8,22.53,SUCCESS,Web,0
281,2025-03-14,270,52,2,33.84,SUCCESS,Mobile,0
282,2025-06-27,20,751,8,33.14,SUCCESS,Mobile,0
283,2025-08-12,442,506,4,43.61,SUCCESS,Web,0
284,2025-02-14,428,505,3,22.28,SUCCESS,Branch,0
285,2025-06-04,137,134,2,4.55,SUCCESS,Mobile,0
286,2025-04-10,191,764,4,22.88,SUCCESS,Mobile,0
287,2025-05-24,446,211,10,19.02,SUCCESS,Web,0
288,2025-06-26,262,316,11,9.39,SUCCESS,Web,0
289,2025-03-11,450,475,10,23.76,SUCCESS,Mobile,0
290,2025-03-12,102,500,2,21.96,SUCCESS,Mobile,0
291,2025-09-17,105,349,3,32.57,SUCCESS,Mobile,0
292,2025-02-10,299,118,2,45.36,SUCCESS,Web,0
293,2025-04-29,320,652,2,101.98,SUCCESS,Web,0
294,2025-07-27,97,166,10,35.02,FAILED,Branch,0
295,2025-04-30,300,141,9,33.72,SUCCESS,Web,0
296,2025-06-28,5,508,1,109.81,SUCCESS,Web,0
297,2025-03-18,141,28,3,15.47,SUCCESS,API,0
298,2025-05-15,376,5,12,16.09,SUCCESS,Mobile,0
299,2025-02-22,143,174,1,47.53,SUCCESS,Web,0
300,2025-04-29,237,155,3,72.91,SUCCESS,Mobile,0
301,2025-12-07,375,410,1,78.2,SUCCESS,Mobile,0
302,2025-03-25,418,758,12,11.22,SUCCESS,Mobile,0
303,2025-08-03,184,62,9,11.41,SUCCESS,Mobile,0
304,2025-12-13,201,196,5,30.87,SUCCESS,API,0
305,2026-01-03,346,584,4,50.67,SUCCESS,Web,0
306,2025-06-16,30,90,8,26.34,FAILED,Branch,0
307,2025-11-08,312,609,12,16.34,SUCCESS,Mobile,0
308,2025-06-21,124,640,1,15.43,SUCCESS,Web,0
309,2025-08-09,470,396,9,61.66,SUCCESS,Mobile,0
310,2025-08-14,409,461,2,62.8,SUCCESS,Web,0
311,2025-10-28,488,469,8,48.34,SUCCESS,Web,0
312,2025-06-22,324,180,7,32.13,SUCCESS,Mobile,0
313,2025-04-12,125,665,10,19.68,SUCCESS,Web,1
314,2025-08-29,303,39,12,10.54,SUCCESS,Mobile,0
315,2025-09-20,284,707,2,13.45,SUCCESS,Web,0
316,2025-09-26,293,147,10,9.75,SUCCESS,Web,0
317,2025-12-26,330,583,10,27.66,SUCCESS,API,0
318,2026-01-17,73,465,6,43.79,SUCCESS,Mobile,0
319,2025-04-24,251,77,5,34.45,SUCCESS,Web,0
320,2025-08-28,127,792,7,77.45,SUCCESS,Web,0
321,2025-11-30,292,776,2,36.87,FAILED,Mobile,0
322,2025-12-13,385,456,10,12.35,SUCCESS,Web,0
323,2025-03-30,222,429,9,30.51,SUCCESS,Mobile,0
324,2025-12-19,331,130,12,31.07,FAILED,Mobile,0
325,2025-03-27,153,323,3,44.69,SUCCESS,Mobile,0
326,2025-12-18,331,429,1,55.06,SUCCESS,Branch,0
327,2025-07-14,297,666,8,43.96,SUCCESS,Mobile,0
328,2026-01-03,183,529,7,24.73,SUCCESS,Web,0
329,2025-04-26,69,550,7,75.8,SUCCESS,Mobile,0
330,2025-11-07,219,57,4,54.71,SUCCESS,Mobile,0
331,2025-02-08,471,161,10,7.0,SUCCESS,Mobile,0
332,2026-01-25,57,463,3,52.35,SUCCESS,Web,0
333,2025-08-04,467,72,11,19.47,SUCCESS,Mobile,0
334,2025-06-19,3,350,11,11.56,SUCCESS,Mobile,0
335,2025-07-30,392,320,9,38.52,SUCCESS,Branch,0
336,2025-06-27,304,279,3,133.49,SUCCESS,Web,0
337,2025-06-14,59,12,7,32.08,SUCCESS,Mobile,0
338,2025-07-01,369,359,11,27.84,SUCCESS,Web,0
339,2025-09-02,292,763,7,35.09,SUCCESS,Mobile,0
340,2025-05-04,183,520,10,138.97,FAILED,Web,0
341,2025-10-05,79,457,7,28.2,SUCCESS,Mobile,0
342,2025-06-01,333,33,1,59.74,SUCCESS,Mobile,0
343,2025-02-09,478,432,12,26.08,SUCCESS,Mobile,0
344,2025-05-11,169,353,10,23.37,SUCCESS,Mobile,0
345,2025-12-24,74,301,2,77.27,SUCCESS,Branch,1
346,2025-10-11,59,75,2,17.09,SUCCESS,Mobile,0
347,2025-03-27,162,243,3,51.83,SUCCESS,Mobile,0
348,2025-03-04,30,371,4,26.98,SUCCESS,Web,0
349,2025-06-01,89,299,1,21.02,SUCCESS,Web,0
350,2025-02-13,318,281,5,25.77,SUCCESS,Mobile,0
351,2025-10-27,70,527,1,8.58,SUCCESS,Mobile,0
352,2025-05-11,311,522,7,17.64,SUCCESS,Mobile,0
353,2025-06-02,500,404,7,35.89,SUCCESS,Mobile,0
354,2025-02-11,357,272,2,28.54,SUCCESS,Mobile,0
355,2025-05-25,465,381,4,18.77,SUCCESS,Mobile,0
356,2025-10-09,100,98,9,80.56,SUCCESS,Web,0
357,2025-04-24,488,213,1,18.25,SUCCESS,API,0
358,2025-02-24,96,46,10,78.44,SUCCESS,Web,0
359,2025-02-18,278,636,6,36.17,SUCCESS,Mobile,0
360,2025-05-19,375,504,10,28.27,SUCCESS,Web,0
361,2025-05-22,353,232,1,35.03,SUCCESS,Web,0
362,2025-07-28,22,129,6,39.5,SUCCESS,Branch,0
363,2025-07-15,356,793,1,18.66,FAILED,Web,0
364,2025-12-23,82,312,3,18.97,FAILED,Web,0
365,2026-01-19,220,46,4,29.36,SUCCESS,Mobile,0
366,2025-06-16,397,446,10,43.04,SUCCESS,Mobile,0
367,2025-02-04,466,462,5,49.31,SUCCESS,Mobile,0
368,2025-07-15,279,445,7,69.92,SUCCESS,Mobile,0
369,2025-05-17,483,776,2,15.84,SUCCESS,Mobile,0
370,2025-10-23,402,553,6,41.02,FAILED,Web,0
371,2025-10-18,74,143,4,32.86,SUCCESS,Web,0
372,2025-07-22,499,556,6,24.05,SUCCESS,API,0
373,2025-07-12,66,255,7,110.19,SUCCESS,Mobile,0
374,2025-04-27,270,641,7,42.92,SUCCESS,Mobile,0
375,2025-03-30,416,111,5,78.05,SUCCESS,Branch,0
376,2025-09-25,414,225,7,4.4,SUCCESS,API,0
377,2026-01-11,147,193,3,62.07,SUCCESS,Web,0
378,2025-03-08,325,117,10,45.68,SUCCESS,Mobile,0
379,2025-03-02,250,418,5,50.46,SUCCESS,Web,0
380,2025-03-08,176,388,5,27.78,SUCCESS,Mobile,0
381,2025-06-03,96,386,2,117.5,SUCCESS,Branch,0
382,2025-07-19,378,423,4,29.43,SUCCESS,Web,0
383,2025-12-05,330,255,2,32.75,SUCCESS,Mobile,0
384,2025-06-11,133,761,9,18.41,SUCCESS,Branch,0
385,2025-02-16,206,650,9,32.34,SUCCESS,Web,0
386,2025-09-06,423,298,12,29.82,SUCCESS,API,0
387,2025-09-20,234,557,1,63.01,SUCCESS,API,0
388,2025-03-04,171,613,12,48.46,SUCCESS,Mobile,0
389,2025-10-03,403,410,2,66.95,SUCCESS,Mobile,0
390,2025-09-18,331,795,8,31.04,FAILED,Web,0
391,2025-10-15,483,679,3,27.01,SUCCESS,API,0
392,2025-03-06,167,797,3,56.29,SUCCESS,API,0
393,2025-12-15,494,366,10,36.41,SUCCESS,Web,0
394,2025-11-18,358,466,6,8.04,SUCCESS,Mobile,0
395,2025-11-21,470,534,5,25.24,SUCCESS,Mobile,0
396,2025-12-27,500,371,4,8.92,SUCCESS,Web,0
397,2025-02-07,315,444,7,20.3,SUCCESS,Web,0
398,2025-10-09,237,346,1,61.29,SUCCESS,Web,0
399,2025-05-02,238,692,11,27.06,SUCCESS,Web,0
400,2025-02-04,94,597,1,28.17,SUCCESS,Web,0
401,2026-01-06,180,405,1,29.47,SUCCESS,Branch,0
402,2025-09-04,350,618,8,33.33,SUCCESS,Mobile,0
403,2026-01-20,239,136,9,27.09,SUCCESS,Mobile,0
404,2025-05-26,434,373,3,98.49,SUCCESS,Web,0
405,2025-03-19,203,322,1,11.92,SUCCESS,Branch,0
406,2025-07-13,214,226,9,37.99,SUCCESS,Mobile,0
407,2025-03-03,266,716,3,46.23,SUCCESS,Mobile,0
408,2025-11-20,107,113,9,19.36,SUCCESS,Mobile,0
409,2026-01-16,339,18,4,48.78,SUCCESS,Mobile,0
410,2025-05-13,374,655,11,22.18,SUCCESS,Mobile,0
411,2025-11-08,271,771,1,44.16,SUCCESS,Web,0
412,2025-04-27,316,595,5,15.53,FAILED,Mobile,0
413,2025-08-14,35,315,7,34.9,SUCCESS,Web,0
414,2025-12-03,35,695,6,126.2,SUCCESS,Mobile,0
415,2025-02-17,1,122,4,19.24,SUCCESS,Mobile,0
416,2025-05-14,47,416,10,25.81,SUCCESS,Web,0
417,2025-10-24,447,11,8,89.11,SUCCESS,Web,0
418,2026-01-16,109,181,10,69.54,SUCCESS,Mobile,0
419,2025-10-08,111,413,10,94.55,SUCCESS,Branch,0
420,2026-01-24,245,498,1,26.53,SUCCESS,Mobile,0
421,2025-04-12,274,388,4,40.78,SUCCESS,Mobile,0
422,2025-04-17,26,220,7,43.67,SUCCESS,Web,0
423,2025-02-06,316,137,6,20.78,SUCCESS,Branch,0
424,2025-07-29,146,313,1,16.94,SUCCESS,Mobile,0
425,2025-11-24,319,166,5,15.73,SUCCESS,Mobile,0
426,2025-08-20,41,775,6,24.51,FAILED,Web,0
427,2025-05-11,210,419,10,15.38,SUCCESS,Mobile,0
428,2025-12-25,43,431,9,22.06,SUCCESS,Web,0
429,2025-04-15,466,34,5,18.11,SUCCESS,Mobile,0
430,2025-07-24,224,319,5,45.03,SUCCESS,Branch,0
431,2025-06-22,294,265,8,41.97,SUCCESS,Mobile,0
432,2025-11-03,250,712,6,23.5,SUCCESS,API,0
433,2026-01-23,155,275,10,26.98,SUCCESS,Mobile,0
434,2025-11-04,177,410,8,47.34,FAILED,Branch,0
435,2025-11-07,312,174,6,26.76,SUCCESS,Mobile,0
436,2025-12-16,477,312,9,23.17,FAILED,Mobile,0
437,2025-10-13,177,266,8,14.92,SUCCESS,Mobile,0
438,2025-07-04,425,632,12,72.47,SUCCESS,Branch,0
